"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL5075576";"";"None";"379.34";"0";"3.42";"315";"C[C@H](Cc1nncn1C)c1cccc(NC(=O)c2coc(C(F)(F)F)n2)c1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"17.19";"0.33";"3.10";"7.60";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5086153";"";"None";"429.45";"0";"4.70";"322";"C[C@@H](Cc1nncn1C)c1cccc(NC(=O)c2cc(C3CC3)cc(C(F)(F)F)n2)c1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"15.19";"0.29";"1.82";"8.97";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5082851";"";"None";"399.38";"0";"3.66";"369";"Cn1cnnc1[C@@H]1C[C@@H]1c1cccc(N2Cc3c(ccnc3C(F)(F)F)C2=O)c1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"16.33";"0.31";"2.86";"10.20";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5079169";"";"None";"415.54";"0";"4.18";"376";"CNCc1ccc(C(=O)Nc2cccc([C@H]3[C@H](C)[C@H]3c3nncn3C)c2)cc1C1CC1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"16.85";"0.31";"2.82";"9.74";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5085400";"";"None";"484.53";"0";"4.11";"379";"C[C@H](Cc1nncn1C)c1cccc(N2Cc3c(cc(N[C@H]4CCNC4)cc3C(F)(F)F)C2=O)c1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5072561";"";"None";"571.62";"2";"5.39";"553a";"C[C@@H](c1cc2c(c(C(F)(F)F)c1)CN(c1cccc(C3(Cc4nncn4C)COC3)c1)C2=O)N1CCC(C)(F)CC1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5081592";"";"None";"513.65";"1";"3.79";"592b";"C[C@H](c1cc(C(=O)Nc2cccc(C3(Cc4nncn4C)COC3)c2)nc(C2CC2)n1)N1CCC2(CC2)C1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5087619";"";"None";"582.63";"1";"3.07";"713";"Cn1cnnc1CC1(c2cccc(N3Cc4c(cc(CN5CC[C@@H]6NCCO[C@@H]6C5)cc4C(F)(F)F)C3=O)c2)COC1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5079495";"";"None";"567.61";"1";"4.12";"718";"Cn1cnnc1CC1(c2cccc(N3Cc4c(cc(CN5CCOC(C6CC6)C5)cc4C(F)(F)F)C3=O)c2)COC1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5086494";"";"None";"478.50";"0";"3.65";"174";"CC(Sc1nncn1C)c1cc(NCCO)nc(N2Cc3c(cccc3C(F)(F)F)C2=O)c1";"IC50";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"12.54";"0.25";"2.35";"6.24";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5081195";"";"None";"448.47";"0";"4.28";"180";"CNc1cc(C(C)Sc2nncn2C)cc(N2Cc3c(cccc3C(F)(F)F)C2=O)n1";"IC50";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"13.38";"0.26";"1.72";"7.90";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5093222";"";"None";"389.38";"0";"3.83";"183b";"C[C@@H](Cc1nncn1C)c1cccc(NC(=O)c2cccc(C(F)(F)F)n2)c1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"17.98";"0.34";"3.17";"9.63";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5079950";"";"None";"374.49";"0";"4.60";"331";"Cc1ccc(C(=O)Nc2cccc(C(C)Cc3nccn3C)c2)nc1C1CC1";"IC50";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"16.02";"0.29";"1.40";"10.03";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5071331";"";"None";"400.40";"0";"4.34";"263";"C[C@H](Cc1ncn(C)n1)c1cccc(N2Cc3c(cccc3C(F)(F)F)C2=O)c1";"IC50";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"13.79";"0.26";"1.18";"10.82";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5080753";"";"None";"378.36";"0";"3.16";"326";"C[C@H](Cc1nncn1C)c1cccc(NC(=O)c2nc(C(F)(F)F)c[nH]2)c1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"18.50";"0.35";"3.84";"7.91";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5079950";"";"None";"374.49";"0";"4.60";"331";"Cc1ccc(C(=O)Nc2cccc(C(C)Cc3nccn3C)c2)nc1C1CC1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"17.41";"0.32";"1.92";"10.90";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5088973";"";"None";"426.40";"0";"4.23";"332";"Cn1cnnc1[C@@H]1C[C@@H]1c1cccc(NC(=O)c2nc3c(C(F)(F)F)cccc3[nH]2)c1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"16.42";"0.31";"2.77";"7.91";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5085578";"";"None";"432.41";"0";"2.70";"338";"Cc1cc(C(=O)Nc2cccc(C3(Cc4nncn4C)COC3)c2)nc(C(F)(F)F)n1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5090163";"";"None";"367.48";"0";"3.96";"47";"CNc1cccc(C(=O)Nc2cccc([C@H](C)Sc3nncn3C)c2)c1";"IC50";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"15.03";"0.29";"1.56";"7.69";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5088592";"";"None";"422.44";"0";"3.92";"49";"C[C@H](Sc1nncn1C)c1cccc(NC(=O)c2nc(C(F)(F)F)ccc2N)c1";"IC50";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"14.20";"0.28";"2.08";"6.08";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
